book_id,chap_num,recp_num,para_num,para_str
9935,5,23.0,1,foods heat degrees food value way butter sugar idea composition food materials number calories pound food materials food charts understanding charts selection food study time addition reference time time kinds foods charts contents value
9935,6,24.0,0,requirement selection food digestion absorption persons food adults persons adults food children persons adults amount work fast rules phase food selection lessons cookery turn knowledge digestibility
9935,8,25.0,0,term cookery preparation dishes use food selection materials substances importance foods action heat ages foods appetite state others reasons food following
9935,8,26.0,0,foods foods meat cereals vegetables
9935,8,27.0,0,renders foods instance grains wheat vegetables beans foods others digestion case eggs degree digestibility cooking method skill cook egg form egg egg degree hardness
9935,8,28.0,0,foods variety food methods tastes appearances hand number foods variety dishes number recipes cook books attempts variety dishes combining foods
9935,8,29.0,0,foods foods sterilization safety germs fermentation putrefaction food fruits vegetables foods flies handling order germs germs disease bearing germs germs fermentation putrefaction spoiling help part raising bread preparation foods
9935,8,30.0,0,develops flavor foods case vegetables flavoring substance air methods cooking flavor
9935,10,31.0,0,food application heat art preparation material heat part experience heat directions cooking processes kind stove cooking utensils conditions truth results processes state atmosphere day acts days whereas days stubborn difficulties heat obstacles cooking foods way matter dish points way practice principles cookery
9935,10,32.0,0,doubt step mastery cookery methods processes ways reasons ways food processes steaming braizing fricasseeing baking broiling pan broiling frying sautéing food result method waste food material food flavor tenderness example fowl tender broiler
9935,10,32.0,1,methods cookery groups heat moist heat fat medium
9935,11,33.0,0,heat broiling pan broiling roasting baking processes principle food source heat oven air heat food temperature heat
9935,11,34.0,0,broiling process broiling source heat food bed coals gas flame aim broiling juices food flavor method foods example meats broiling fibers tender cooking process tender portions meat fowl food heat order surfaces juices beginning cooking article outside heat gas stove article broiling coals turning process flavor foods way cooking
9935,11,35.0,0,pan broiling adaptation broiling method food pan top stove use fat process surfaces steak chop food article object pan broiling broiling rule fire condition broiling
9935,11,36.0,0,roasting term roast meant fire time stoves food fireplace food fire device heat device side fire room roast device radiant heat form rays principle broiling application nowadays term roasting action air radiant heat roasting reality baking foods oven coal gas range roasting pan misnomer food air process sense
9935,11,36.0,1,roasting depends shape article weight reason thick cuts meat cuts broiling results pan roasting process aims cooking food process waste results loss end cooking process
9935,11,37.0,0,baking baking oven temperatures degrees term baking sense conditions process broiling method roasting heat food source heat differs processes oven means air foods bread cakes pastry foods meats fish vegetables method cooking fact persons oven things ways name process custom meat oven meat ham oven turkey way
9935,12,38.0,0,methods moist heat medium water steaming braizing processes effect moist heat food heat method extent amount water food contains foods water cooking process others none food quantities water contact steam utensil boiling water example boiler
9935,12,38.0,1,water factor moist heat something nature use moist heat cooking detail function water body cooking kinds water
9935,12,39.0,0,water energy body part nutrition fact function body solvent carrier material waste work liquids body flow juices waste material ability functions way quality safety
9935,12,40.0,0,kinds water clouds contact gases solids character water shower air roofs things contact kinds soil rocks water minerals water sewage well water supply water bacteria water water none waters salts solution degree
9935,12,40.0,1,quality hardness water lime boiling housewife teakettle condition lime day day clings sides vessel water time hardness compounds lime water way water alkali borax soda bicarbonate soda
9935,12,41.0,0,solvent dissolving power water valuable cooking kinds water power fact water amount material dissolve food substances flavors purposes water nothing flavor beverages tea coffee use water beans peas cereals cuts meat tender water addition amount soda cooking foods
9935,12,41.0,1,chiefly flavors making coffee tea soups medium flavors foods beverages lemonade cocoa fiber starch dissolving sugar salt gelatine work water acts medium heat
9935,12,42.0,0,boiling cooking means foods water temperature heat point pressure sea level conditions degrees pressure surface water place temperature boiling point foods means water water heats process boiling bubbles bottom vessel surface bubbles increase size ones form rise break agitation water
9935,12,43.0,0,effects foods albumin eggs fiber tissues meat cellulose cereals vegetables fruits substances foods point mind foods water temperature water work gas burning heat fire hard water besides fuel work factors rapidity water boiling point kind utensil amount surface quantity heat cover saucepan kettle food heat temperature besides cover prevents loss water steam cover water boils form steam reason sauces longer evaporation place surface water surface quantity water boiling point boiling process foods water tendency shape pieces
9935,12,43.0,1,foods renders water germs water drinking water taste change loss air boiling flavor air water jar bottle time egg beater
9935,12,44.0,0,simmering process simmering stewing modification boiling method food water temperature boiling point degrees water point heat fuel foods way course time food temperature
9935,12,44.0,1,economy use fuel stewing foods methods example cuts meat fowl tender cooking temperature method fiber flavor vegetables tender simmering process fuel method cooking beets turnips winter vegetables winter spring beans peas simmering point table length time fuel
9935,12,45.0,0,steaming name implies cooking food application steam cooking process food steamer utensil vessel bottom containing water water boils steam rises food vessel steamers number vessels top permits cooking foods time need fuel food vessel
9935,12,45.0,1,cases loss salts food substances besides flavor food vegetables way variety bread cake mixtures outside oven moist surface
9935,12,46.0,0,foods vessel boiling water cooking method steaming boiler utensil process food inner vessel boiling point transfer heat water vessel advantage method watching water vessel water food fire food
9935,12,46.0,1,nature foods process flavor consistency cereals foods starch cooking way custards mixtures eggs boiler temperature fact texture boiling point milk flame matter hand milk facts food milk temperature boiler
9935,12,47.0,0,braizing meat oven pan quantity water constitutes cooking process combination baking meat rack water vegetables process meat steam pan roasting pans fact braizing pans pot roast result modification braizing method
9935,13,48.0,0,mediums heat food air water fat renders food difficulty effort absorption fat ingredients food fat fat temperature results methods fat fricasseeing
9935,13,49.0,0,frying cooking food fat temperature degrees kind fat flavor food frying oils cottonseed oils combinations coconut cottonseed oils nut oils lards fats foods fat greasy paper fat
9935,13,50.0,0,sautéing food side quantity fat cooking process fat pan food foods thin pieces process cooking foods way fat chops cuts meat fat
9935,13,51.0,0,fricasseeing combination results process fricasseeing process foods chicken veal game fowl cookery term fowls chickens pullets fricasseeing meat pieces sautéd sauce meat order juices flavor fowl meat
9935,15,52.0,0,heat factor cooking foods person ways heat production heat use fuels stoves electricity purpose fuel apparatus electricity order results cookery subjects detail
9935,15,53.0,0,fuel production heat cooking wood fuels peat coal charcoal coke use fuels coal gas kerosene extent course fires fuel localities fuels cooking purposes wood heat rate wood electricity favor heat cooking cheaply gas use home become
9935,15,54.0,0,selection stove depends fuel fuel turn locality person fuel one cost dish use fuel cooking fuel maximum amount work waste fuel cost cooking besides inconvenience example stove fire oven lids kitchen burns stove fuel material taxes temper person work knowledge fuels apparatus heat production food course advantage
9935,16,55.0,0,fuel cooking coal fuel varieties coal coal cost depends locality kind stove use fuel coal costs places coal smoke coal coal smoke fire stove coal purpose burning coal time plan variety coal stove housewife times method management care stove
9935,16,56.0,0,effect coal stove consideration buying fuel sizes coal kind stove coal inches diameter furnace kitchen stove cooking purposes persons size coal pea inch diameter kind others size inch inches diameter reality mixture kitchen coal fire
9935,16,57.0,0,quality addition names prices uses kinds coal housewife coal coal fact care purchasing person quality thing value money one coal coal color surface coal contains pieces quality coal ash chunks quantities ash quality coal ash quality course coal kind results management fire furnace stove manufacturing companies business kind fuel coal heat units quantity heat time plan home fuel meantime
9935,16,57.0,1,coal materials clinkers clinkers stove grate lining firebox burning fire temperature kitchen fire clinkers coal quality oyster shells coal kind formation
9935,16,58.0,0,fuel cooking coke product manufacture gas coal use fuel nature composition fire cooking broiling hotels institutions kitchens cooking scale
9935,17,59.0,0,fuel cooking purposes gas localities piping gas homes kinds gas heat times gas convenience kitchen fuel heat gas match consumption supply way amount heat method cookery smoke soot gas burners gas stove amount air ashes refuse gas gas results experience study practice results gas proves fuel
9935,17,60.0,0,gas foot price feet quantity meter gas burns housewife amount meter gas bill meter reading charges amount gas bill matter authorities meter order need repair
9935,17,61.0,0,reading quantity gas gas meter dials spaces hand indicator amount gas dial hand revolution time feet gas serves gas stoves lights dial arrow direction ones right center left dial quantity gas dial registers feet center feet left feet dials begin left dial right instance number hand instance hand dial center dial hand dial hand
9935,17,62.0,0,quantity gas dials readings order quantity reading amount time gas bill reading
9935,17,62.0,1,manner cost gas gas costs cents feet reading gas meter feet meter dial meter center dial figures reading feet amount subtract reading feet feet quantity gas gas costs cents feet cost amount feet feet result x
9935,17,63.0,0,places gas concerns meters meters money gas meters consumption gas way meters receptacle money coin quarter slot receptacle amount gas sum amount gas coin meter gas
9935,18,64.0,0,communities gas kerosene refinement petroleum fuel cooking weather use coal wood stove discomfort person cooking stoves use fuel quality water times proportion water others amount water fuel gallon kerosene quality kerosene length time stove quantity purchase
9935,18,64.0,1,product refinement petroleum fuel kerosene
9935,19,65.0,0,use electricity heat cooking homes convenience cleanliness fact heat cooking apparatus time time advancement production apparatus use today way gas method cost electricity power plants home meter quantity manner gas meter way meter bills electricity
9935,19,66.0,0,reading meter appearance gas meter dials side side shape arc type dials side side dials contains spaces hand indicator numbers amount electricity
9935,19,66.0,2,numbers dials hours term energy activity kilowatt hour watt unit power hours hours kilowatt hours hour illustration dial extreme right figures clockwise direction one counter clockwise direction clockwise direction counter clockwise direction dial figures number hours revolution hand registers
9935,19,66.0,3,meter begin hand dial dials numbers case indicator number numbers number example indicator hand points number dial hand number left read hand points dial numbers dials dial indicator number figure reading
9935,19,66.0,4,reading meter matter electricity reading amount bill instance meter number hours reading reading number hours bill electricity electricity cents hour price localities bill
9935,20,67.0,0,stoves use home food fireplaces wood fuel stove stove coal use fuel iron stoves time stoves purposes housewives fireplace method cooking stove kind use cooking home
9935,20,68.0,0,fuel use stoves feature stoves fuel principle order fuel heat air fuel wood coal gas carbon air union chemical elements heat order stove way air fire firebox reason stove contains passageways air chimney flue passage outer air air stove air rushes passageways stove place flue permits draft gases times amount air enters order stove devices air passages air amount enter means dampers heat stove top stove chimney flue knowledge ways dampers results stove flue consideration stove service flue addition obstructions condition stove work fault flue
9935,20,69.0,0,things construction stoves economizing fuel days fireplace tendency fuel cooking kinds scarcer use fuel necessity stoves cooking purposes fuel method housewife use fuel stove directions stove directions manufacturer way product
9935,20,70.0,0,construction type coal stove cooking parts stove cook stove range a grate b ash pit pan d e dampers flue k openings lids kettles pans air space firebox sides oven arrows stove firebox fuel material fireclay heat fire firebox grate form metal teeth bars air fuel underneath grate fire coal ashes pan means stove oven firebox chamber food heat air dampers devices flow air stove air stove air stove flue
9935,20,71.0,0,coal fire matter draft combustion dampers and damper g chimney damper i dampers place paper shavings grate top paper shavings place kindling top kindling quantity coal fuel grate currents air fire flame flame kindling turn coal fire fire dampers fuel heat chimney supply coal supply coal supply fire layer time danger experience results fire inches coals top stove lids heat cooking thing connection fire accumulation ashes ash pan ash pan draft grate firebox
9935,20,72.0,0,results cook stove time wasting fuel ways dampers oven baking dampers dampers dampers air fire oven flue arrows study diagram hand corner oven part air place center part air passes portion oven air rises
9935,20,72.0,2,surface stove cooking top dampers damper g dampers air oven space firebox damper i flue order air space top stove openings air flue draft combustion dampers place surface stove firebox stovepipe place damper h
9935,20,73.0,0,banking use fuel labor fire fire meal day nature coal fire time fire fire meal ashes grate glowing coals coal bed coals dampers fire coal time fire layer coal dampers dampers dampers banking fire hours attention care coal fire coal burning coals supply fire layer coal dampers fire layer coal fire condition
9935,21,74.0,0,gas stove cooking gas range oven broiler burners pans pots kettles food coal range gas range products gas stoves ranges principle fact difference location arrangement oven broiler burners type gas range a stove top stove stoves oven advantage door glass food door thereby heat broiler toaster oven right burners cooking gas parts pipe pipe gas street heat stop cocks gas burners stop cocks oven broiler stop cock f stove simmering burner methods top stove gas burner stop cock g anything cooking metal sheet h sheet advantage stove clean
9935,21,75.0,0,gas stoves pilot flame gas button gas pipe stop cocks pilot burner button flame burner gas burners way match heat likewise order gas cooking
9935,21,75.0,2,results flame gas flame burner noise gas flame pipe gas gas flame burner air mixture permit mixture gas pipe stop cock terminating burner mixer device slots part matter amount air blue flame burners use time flame trouble deposit soot material burners solution soda lye holes flame gas heat results burners manner pan burners stove time stove care work
9935,21,76.0,0,cooking style gas stove favor homes fireless cooking gas stove style stove advantages fireless cooker gas stove cooking heat cooking heat chamber heat construction type stove gas stove oven compartments fireless cooking compartments rod base plate c gas burner d hood compartment fits food compartments hood gas burner food cooker burner heat process cooking fire hood compartment position gas hood
9935,22,77.0,0,kerosene fuel localities gas stoves gas stoves rule ovens ovens top stove burners stoves types cotton wicks oil lamps wickless latter burner stove type oil burners lamps container glass metal reservoir burner pipe c burner door d wick flame burner screw wick heat opening f top stove pipe burner arrangement kerosene stove one oil tank side burner bowl burns bowl chimney quantity oil valve bowl
9935,22,78.0,0,burners kerosene stoves match burners gas stove stoves wickless type burners flame height feature flame smoking occurrence oil stove kerosene stove flame heat fuel soot odor color flame stoves clean containers metal containers water quantities kerosene metal container accumulation dirt odor oil stove burners solution soda wick portion flame
9935,23,79.0,0,stoves extent convenience places cost electricity gas appearance stoves gas stoves stove type a side broiler pan b top stove openings cooking lids appearance stove lids reality units hotplates heat cooking electricity hotplates devices oven stove supply electricity connection box d cover heat hotplates oven switches front stove switches degrees heat medium amount heat cooking switch point switches plugs fuses devices apparatus injury case electricity becomes
9935,23,79.0,2,connections stove stove draft products combustion fact points stove dirt inconvenience cooking electricity stove cools electricity cooking utensils methods recipes ways means heat
9935,23,80.0,0,addition stoves number cooking utensils light socket wall socket percolators toasters hotplates grills dishes egg poachers devices idea utensils cooking toaster hotplate grill toaster bread side top part heat electricity grill pan cooking top part heat
9935,23,80.0,2,essentials
9935,24,80.0,0,sense meaning term cookery
9935,24,80.0,1,housewife cost foods
9935,24,80.0,2,a difference waste refuse b leakage household
9935,24,80.0,3,matters problem food
9935,24,80.0,4,name substances food value knowledge food substances
9935,24,80.0,5,function protein body b sources protein c effect heat foods protein
9935,24,80.0,6,carbohydrates body b forms carbohydrates foods
9935,24,80.0,7,calorie
9935,24,80.0,8,reasons food
9935,24,80.0,9,mention twelve processes cooking food
9935,24,80.0,10,method heat moist heat fat
9935,24,80.0,11,a temperature water boil b water c uses water cooking
9935,24,80.0,12,kind stove b cost fuel
9935,24,80.0,13,mention way operation stove
9935,24,80.0,14,value gas fuel b kind gas flame cooking
9935,24,80.0,15,gas meter registers feet hand dial dial dial cents feet cost gas
9935,24,80.0,16,heat stove b purpose dampers stove
9935,24,80.0,17,dampers coal range oven b top stove
9935,24,80.0,18,purpose mixer gas stove b gas stove condition
9935,24,80.0,19,burners kerosene stove
9935,24,81.0,1,preparation
9935,26,82.0,0,success cooking extent selection materials cooking methods understanding stove fuel importance utensils cooking utensil use fact kind pan utensil result one housewife supply kind utensil expert cook number course handling utensils selection experience beginner use number utensils labor dish amount work cooking
9935,26,83.0,0,materials cooking utensils shape size bearing success cooking material utensils materials wood tin glass enamel aluminum sheet iron earthenware purchase mind use utensil material food shape utensil consideration depends utensil seams edges particles food places vessel
9935,26,83.0,1,size utensils number persons food amount food utensil hand length time foods depends extent size shape utensil food time vessel surface evaporation cooking use utensil deal surface evaporation
9935,26,83.0,2,kitchen utensils quality utensils equipment
9935,27,84.0,0,properties aluminum metal utensils materials purpose cost aluminum pans kettles expense durability utensils utensils materials aluminum aluminum utensils handling aluminum utensils ones account metal manufacturing process aluminum vessels institutions quantities food pots kettles wear kind order aluminum harder metal disadvantages aluminum fact foods aluminum utensils kinds heat metal
9935,27,85.0,0,enamel cooking utensils purposes utensils enamel metal heat blow enamel chip colors enamel wear
9935,27,86.0,0,utensils iron steel iron metals utensils frying pans skillets griddles irons kettles frying iron pans cookies cakes bread pans kind pans omelet frying
9935,27,87.0,0,earthenware number earthenware utensils kitchen equipment bowls earthenware casseroles dishes baking foods cooking baking utensils meat fowl vegetables beans casserole flavor food dish
9935,27,88.0,0,tin metal utensils utensils food temperature tin articles measures cutters apple corers sieves strainers things kind
9935,27,89.0,0,copper iron copper material utensils point favor copper durability utensils use kitchen clean
9935,27,90.0,0,utensils glassware cooking utensils custards dishes cook dish cooking utensils advantage heat
9935,27,91.0,0,certain utensils wood cooking outfit board hardwood wooden board kitchen foods pins spoons hardwood wood
9935,28,92.0,0,saving apparatus piece work exertion thing sink dustpan labor devices mixer vacuum cleaner sink dustpan necessities labor saving devices appliances labor apparatus labor time process secure results device cleaning care time labor labor saving device housewife expense labor saving device value time strength device
9935,28,93.0,0,saving housewife occasion devices labor number use results time effort kitchen egg beater a revolution wheel crank times work fork egg whip b device help ricer device style press fruit purée potatoes time labor device meat chopper grinder device edge table place chopping bowl knife addition work time effort devices labor saving devices apple corer huller mayonnaise mixer etc merits housewife
9935,28,94.0,0,baking number persons bread cake mixers labor baking scale instance dough loaves bread process dough loaves quantities bread cake mixers labor saving addition devices reason homes bakings
9935,28,95.0,0,type bread mixer use tin pail a edge table clamp b pail c shape gooseneck handle d flour materials dough pail handle
9935,28,96.0,0,cake mixer type construction bread mixer pail dough ingredients pan kneading prong prongs arms arms wheels fit gearwheel d shaft e means f number prongs cake mixer cake dough whereas bread dough mass
9935,28,97.0,0,washing machines dishes numbers people quantities dishes machines space kitchen care cleaning labor washing dishes family entails quantities water dish washers glassware silver utensils rule hand
9935,28,98.0,0,device labor saving fireless cooker type box a metal compartments pans fit hotplates stones article stones d compartments metal racks means wire handles
9935,28,98.0,2,fireless cooker food time stove compartments hotplates manner food heat fireless cooker cooking proceeds heating food cooker hours articles food process method loss flavor food value food attention cooker economy fuel time
9935,29,99.0,0,guide equipment kitchen list utensils list utensils times case number utensils size quantity food
9935,30,99.0,0,dish cover box knife pans knife bowl knife food chopper mill pot cutter board boiler sifter pan pan sharpener squeezer fork cup board bowls spoons board pan shaker masher draining pan pan pin box strainer spoon
9935,31,99.0,0,mixer coolers mixer turner percolator spices groceries sheets whip whip cooker kettle basket jars cream freezer pick bowls knife ricer measure skewers iron cart
9935,33,100.0,0,foods cooking foods palatability value food depend way eating course way food event foods sake cleanliness water cloth
9935,33,101.0,0,ways vegetables fruits vary foods skins vegetables potatoes carrots parsnips oysters etc way skins knife vegetables knife blade food way skins foods tomatoes nuts fruits blanching process skins foods water water water minutes sense word color reference process bleaching word covering peeling tomatoes fruits nuts vegetables fruits chunks pieces slices
9935,33,102.0,0,order meats bone fat skin meats pieces pieces ground cooking process poultry fish cooking process chosen bones poultry fish cooking cream eggs foods fruits vegetables meats fish ground dice pieces
9935,34,103.0,0,cookery mixing ingredients purposes texture smoothness creaminess mixture lightness processes mixing ingredients results method processes explanations
9935,34,103.0,1,beating motion material bottom mixes surface spoon fork egg whip mixture egg beater beating purpose air mixture light
9935,34,103.0,2,stirring spoon spoon circles ingredients pan bowl method mixing ingredients
9935,34,103.0,3,folding process whereby egg cream mixture lightness egg cream top mixture bowl pan spoon spoonful mixture top motion result strokes
9935,34,103.0,4,rubbing materials side bowl back spoon process butter fats ingredients sugar flour
9935,34,103.0,5,creaming process texture consistency
9935,34,103.0,6,method butter flour butter pieces butter flour knife
9935,34,103.0,7,sifting material sifter wire mesh material lightness ingredients
9935,34,103.0,8,ricing process foods fruits vegetables meats form purée result material ricer
9935,34,104.0,0,mixing processes mind results order mixing deftness thoroughness process fact cake butter sugar cake texture creaming food sunshine cake success cake skill whites eggs yolks hand lightness pastry tenderness cookies kneading bread process things
9935,34,104.0,1,progress cookery lessons application mixing processes beginners cookery fact material mistake ingredients beginner bit ability direction experience skill sewing processes practice effort skill cooking
9935,35,105.0,0,results depend measurement course cooks ones matter fact experience judgment sense measurement thing measure cooks results time time employment method results kitchen measuring utensils scales cup set spoons tablespoon teaspoon
9935,35,106.0,0,type scales kitchen equipment material platform weight dial pointer hand scales scoop materials scales correct materials weights foods market butcher shop grocery housewife articles weight container receptacle paper food
9935,35,107.0,0,measuring articles recipe method preparation foods accuracy measurement results measures ingredients recipes use cup cup gills pint thirds quarters recipes kinds liquid cup brim material material cup spoon level knife manner case fractions parts cup cup level mark cup
9935,35,108.0,0,times materials spoon accuracy tablespoonfuls cup pint tablespoonfuls cup tablespoonfuls cup tablespoonfuls cup cup one hand one tablespoonfuls material kitchen supply dishes cup half thirds fourths measurements spoon
9935,35,108.0,2,rule cups size ingredients moist ones materials recipe fats liquids afterwards plan measuring recipes quantities teaspoonfuls
9935,35,109.0,0,measuring addition cup set spoons kitchen set teaspoon tablespoon size purposes level teaspoonfuls tablespoonful spoon material knife manner a spoonful a center knife half contents b fourths eighths way a thirds bowl spoon b
9935,35,110.0,0,precautions materials preparation foods points attention instance materials flour amount cupful flour cupfuls salt sugar measuring measurements lumps ingredients material fats measure fat order recipe anything cup cup cup material material
9935,35,111.0,0,foods weight measure recipes weights measures person purchase preparation foods tables weights measures use purposes speaking countries addition knowledge weights measures position tables advantage
9935,35,112.0,0,table foods table table weights table weight goldsmiths jewelers metals weight pound ounces avoirdupois pound ounces table avoirdupois weight abbreviations terms
9935,36,112.0,0,grains gr ounce oz ounces pound lb pounds hundredweight cwt ton pounds
9935,36,112.0,1,pounds ton pounds ton ton coal dealers localities ton short ton use one meant ton
9935,36,113.0,0,table liquids housewife table abbreviations terms
9935,37,113.0,0,gills gi pint pt pints quart qt quarts gallon gal gallons barrel bbl barrels hogshead hhd gallons
9935,37,114.0,0,table foods potatoes peas beans table measure abbreviations
9935,38,114.0,0,pints pt quart qt quarts peck pk pecks bushel bu
9935,38,115.0,0,tables value housewife understanding relation weights measures example foods pound localities equivalent pounds quantity measure quart bushel food recipe pint saying pint pound world sayings pint pound things others tables weights measures foods
9935,38,115.0,2,beans meal flour milk molasses oil split raisins rice brown
9935,38,115.0,4,butter starch milk sugar
9935,38,115.0,6,butter meal starch milk molasses raisins sugar
9935,38,115.0,7,measuring proportions assistance
9935,38,115.0,8,tsp c
9935,38,116.0,0,order directions recipes books cookery abbreviations weights measures cook books
9935,38,116.0,1,tsp pt pint qt c oz ounce lb pound
9935,39,117.0,0,results cookery work beforehand care plan waste time material results chance mistakes order work way processes
9935,39,117.0,1,quantity kind ingredients recipe method dish amounts sufficient size number persons quantity
9935,39,117.0,2,heat part cooking attention time fuel coal wood baking fire
9935,39,117.0,3,recipe heat oven gas kerosene recipe measuring mixing ingredients
9935,39,117.0,4,space utensils operations space measuring utensils cup knife teaspoon tablespoon bowl pan mixing spoon stirring egg whip beater eggs bowls utensil mixture process dish measure ingredients recipe none amount
9935,39,117.0,5,steps mixing step error ingredients mixture step cooking baking utmost care dish
